entry_id,cell_id,proj_oof,fold,rate_a,layer,lambda
cloud_provider,p2_t1_e2,-10.46623706817627,2,0.5199999809265137,48,100.0
cloud_provider,p2_t1_e3,1.6981781721115112,3,1.0,48,100.0
cloud_provider,p2_t2_e0,-5.034818649291992,0,1.0,48,100.0
cloud_provider,p2_t2_e1,-0.3588382303714752,3,1.0,48,100.0
cloud_provider,p2_t2_e2,-12.934988021850586,4,0.0,48,100.0
cloud_provider,p2_t2_e3,-6.964737892150879,2,1.0,48,100.0
cloud_provider,p2_t3_e0,-6.2335991859436035,2,1.0,48,100.0
cloud_provider,p2_t3_e1,-9.458014488220215,4,1.0,48,100.0
cloud_provider,p2_t3_e2,-1.521960973739624,3,0.0,48,100.0
cloud_provider,p2_t3_e3,1.5190433263778687,3,1.0,48,100.0
cloud_provider,p2_t4_e0,-6.436121463775635,1,1.0,48,100.0
cloud_provider,p2_t4_e1,-3.866936206817627,0,1.0,48,100.0
cloud_provider,p2_t4_e2,-1.4155585765838623,3,0.9599999785423279,48,100.0
cloud_provider,p2_t4_e3,-5.540554046630859,2,1.0,48,100.0
cloud_provider,p3_t0_e0,-4.794951915740967,0,1.0,48,100.0
cloud_provider,p3_t0_e1,0.543334424495697,3,1.0,48,100.0
cloud_provider,p3_t0_e2,-9.701844215393066,2,0.4399999976158142,48,100.0
cloud_provider,p3_t0_e3,-9.574106216430664,4,1.0,48,100.0
cloud_provider,p3_t1_e0,-9.282397270202637,4,1.0,48,100.0
cloud_provider,p3_t1_e1,-7.209439277648926,1,1.0,48,100.0
cloud_provider,p3_t1_e2,-2.463012218475342,3,0.0,48,100.0
cloud_provider,p3_t1_e3,1.0219383239746094,3,1.0,48,100.0
cloud_provider,p3_t2_e0,-7.618715286254883,1,1.0,48,100.0
cloud_provider,p3_t2_e1,-5.797133922576904,0,1.0,48,100.0
cloud_provider,p3_t2_e2,-10.17447280883789,1,0.03999999910593033,48,100.0
cloud_provider,p3_t2_e3,-0.5572032332420349,3,0.9599999785423279,48,100.0
cloud_provider,p3_t3_e0,1.1901154518127441,3,1.0,48,100.0
cloud_provider,p3_t3_e1,-3.6194167137145996,0,1.0,48,100.0
cloud_provider,p3_t3_e2,-9.820026397705078,1,0.5600000023841858,48,100.0
cloud_provider,p3_t3_e3,-5.77438497543335,1,1.0,48,100.0
cloud_provider,p3_t4_e0,-6.075740337371826,2,1.0,48,100.0
cloud_provider,p3_t4_e1,-6.153567790985107,1,1.0,48,100.0
cloud_provider,p3_t4_e2,-9.687631607055664,1,0.8399999737739563,48,100.0
cloud_provider,p3_t4_e3,2.2053775787353516,3,1.0,48,100.0
cloud_provider,p4_t0_e0,-2.7569186687469482,0,1.0,48,100.0
cloud_provider,p4_t0_e1,-5.625097274780273,2,1.0,48,100.0
cloud_provider,p4_t0_e2,-6.284772872924805,0,0.1599999964237213,48,100.0
cloud_provider,p4_t0_e3,-3.1869280338287354,0,1.0,48,100.0
cloud_provider,p4_t1_e0,-2.7251169681549072,0,1.0,48,100.0
cloud_provider,p4_t1_e1,-5.285390377044678,1,1.0,48,100.0
cloud_provider,p4_t1_e2,-1.8079025745391846,3,0.9200000166893005,48,100.0
cloud_provider,p4_t1_e3,2.330509901046753,3,1.0,48,100.0
cloud_provider,p4_t2_e0,-5.945010185241699,2,1.0,48,100.0
cloud_provider,p4_t2_e1,-8.494645118713379,4,1.0,48,100.0
cloud_provider,p4_t2_e2,-10.956542015075684,4,0.9599999785423279,48,100.0
cloud_provider,p4_t2_e3,-9.723954200744629,4,1.0,48,100.0
cloud_provider,p4_t3_e0,-3.068624973297119,0,1.0,48,100.0
cloud_provider,p4_t3_e1,-8.179008483886719,4,1.0,48,100.0
cloud_provider,p4_t3_e2,-8.536372184753418,1,1.0,48,100.0
cloud_provider,p4_t3_e3,-7.896307945251465,4,1.0,48,100.0
cloud_provider,p4_t4_e0,-5.367976665496826,1,1.0,48,100.0
cloud_provider,p4_t4_e1,-2.009702205657959,0,1.0,48,100.0
cloud_provider,p4_t4_e2,-5.423450469970703,0,1.0,48,100.0
cloud_provider,p4_t4_e3,-4.710032939910889,1,1.0,48,100.0
container_orchestration,p0_t0_e0,-22.34082794189453,4,1.0,48,100.0
container_orchestration,p0_t0_e1,-26.403358459472656,2,0.5600000023841858,48,100.0
container_orchestration,p0_t0_e2,-26.480321884155273,1,1.0,48,100.0
container_orchestration,p0_t0_e3,-30.391429901123047,1,0.03999999910593033,48,100.0
container_orchestration,p0_t1_e0,-21.760082244873047,4,1.0,48,100.0
container_orchestration,p0_t1_e1,-12.542362213134766,3,0.07999999821186066,48,100.0
container_orchestration,p0_t1_e2,-26.687458038330078,1,1.0,48,100.0
container_orchestration,p0_t1_e3,-13.800616264343262,3,0.11999999731779099,48,100.0
container_orchestration,p0_t2_e0,-24.032072067260742,2,1.0,48,100.0
container_orchestration,p0_t2_e1,-21.269149780273438,4,0.5600000023841858,48,100.0
container_orchestration,p0_t2_e2,-20.425086975097656,0,1.0,48,100.0
container_orchestration,p0_t2_e3,-23.73390769958496,4,0.5199999809265137,48,100.0
container_orchestration,p0_t3_e0,-22.55545425415039,4,0.9200000166893005,48,100.0
container_orchestration,p0_t3_e1,-28.531326293945312,1,0.0,48,100.0
container_orchestration,p0_t3_e2,-22.622575759887695,4,1.0,48,100.0
container_orchestration,p0_t3_e3,-25.92214584350586,4,0.6000000238418579,48,100.0
container_orchestration,p0_t4_e0,-21.5341854095459,0,1.0,48,100.0
container_orchestration,p0_t4_e1,-23.395103454589844,0,1.0,48,100.0
container_orchestration,p0_t4_e2,-21.21784019470215,4,1.0,48,100.0
container_orchestration,p0_t4_e3,-13.575447082519531,3,0.07999999821186066,48,100.0
container_orchestration,p1_t0_e0,-21.589693069458008,2,0.5600000023841858,48,100.0
container_orchestration,p1_t0_e1,-23.88724708557129,2,0.9200000166893005,48,100.0
container_orchestration,p1_t0_e2,-21.316545486450195,2,1.0,48,100.0
container_orchestration,p1_t0_e3,-28.656801223754883,1,0.9599999785423279,48,100.0
container_orchestration,p1_t1_e0,-19.135967254638672,0,1.0,48,100.0
container_orchestration,p1_t1_e1,-20.47807502746582,0,0.7200000286102295,48,100.0
container_orchestration,p1_t1_e2,-24.000125885009766,1,1.0,48,100.0
container_orchestration,p1_t1_e3,-12.17469310760498,3,0.9200000166893005,48,100.0
container_orchestration,p1_t2_e0,-22.576892852783203,2,1.0,48,100.0
container_orchestration,p1_t2_e1,-19.986785888671875,4,0.6399999856948853,48,100.0
container_orchestration,p1_t2_e2,-19.619033813476562,0,1.0,48,100.0
container_orchestration,p1_t2_e3,-13.49759292602539,3,0.6399999856948853,48,100.0
container_orchestration,p1_t3_e0,-20.081724166870117,0,1.0,48,100.0
container_orchestration,p1_t3_e1,-25.373228073120117,2,0.8799999952316284,48,100.0
container_orchestration,p1_t3_e2,-22.365503311157227,2,1.0,48,100.0
container_orchestration,p1_t3_e3,-25.756235122680664,2,0.4399999976158142,48,100.0
container_orchestration,p1_t4_e0,-25.34178352355957,1,0.800000011920929,48,100.0
container_orchestration,p1_t4_e1,-10.79553508758545,3,0.9599999785423279,48,100.0
container_orchestration,p1_t4_e2,-25.2911434173584,1,1.0,48,100.0
container_orchestration,p1_t4_e3,-12.502363204956055,3,0.4000000059604645,48,100.0
container_orchestration,p2_t0_e0,-21.747587203979492,2,0.9599999785423279,48,100.0
container_orchestration,p2_t0_e1,-20.855972290039062,0,0.6000000238418579,48,100.0
container_orchestration,p2_t0_e2,-21.388620376586914,2,1.0,48,100.0
container_orchestration,p2_t0_e3,-23.763107299804688,4,0.8799999952316284,48,100.0
container_orchestration,p2_t1_e0,-21.58511734008789,2,1.0,48,100.0
container_orchestration,p2_t1_e1,-20.423362731933594,4,0.9599999785423279,48,100.0
container_orchestration,p2_t1_e2,-21.640100479125977,2,1.0,48,100.0
container_orchestration,p2_t1_e3,-12.775561332702637,3,1.0,48,100.0
container_orchestration,p2_t2_e0,-19.89655876159668,0,0.9599999785423279,48,100.0
container_orchestration,p2_t2_e1,-11.574668884277344,3,1.0,48,100.0
container_orchestration,p2_t2_e2,-18.126380920410156,4,1.0,48,100.0
container_orchestration,p2_t2_e3,-26.071855545043945,2,0.3199999928474426,48,100.0
container_orchestration,p2_t3_e0,-22.480892181396484,2,1.0,48,100.0
container_orchestration,p2_t3_e1,-21.271841049194336,4,0.800000011920929,48,100.0
container_orchestration,p2_t3_e2,-9.530807495117188,3,1.0,48,100.0
container_orchestration,p2_t3_e3,-13.164297103881836,3,0.20000000298023224,48,100.0
container_orchestration,p2_t4_e0,-24.024349212646484,1,1.0,48,100.0
container_orchestration,p2_t4_e1,-20.88804054260254,0,0.800000011920929,48,100.0
container_orchestration,p2_t4_e2,-8.049507141113281,3,1.0,48,100.0
container_orchestration,p2_t4_e3,-25.443008422851562,2,0.9599999785423279,48,100.0
container_orchestration,p3_t0_e0,-19.25035285949707,0,1.0,48,100.0
container_orchestration,p3_t0_e1,-9.993634223937988,3,1.0,48,100.0
container_orchestration,p3_t0_e2,-20.849517822265625,2,1.0,48,100.0
container_orchestration,p3_t0_e3,-20.740459442138672,4,0.8799999952316284,48,100.0
container_orchestration,p3_t1_e0,-17.71367073059082,4,1.0,48,100.0
container_orchestration,p3_t1_e1,-26.111431121826172,1,1.0,48,100.0
container_orchestration,p3_t1_e2,-8.32002067565918,3,1.0,48,100.0
container_orchestration,p3_t1_e3,-11.961254119873047,3,0.8799999952316284,48,100.0
container_orchestration,p3_t2_e0,-25.33917999267578,1,0.9599999785423279,48,100.0
container_orchestration,p3_t2_e1,-20.673215866088867,0,1.0,48,100.0
container_orchestration,p3_t2_e2,-25.148813247680664,1,1.0,48,100.0
container_orchestration,p3_t2_e3,-12.691502571105957,3,0.6800000071525574,48,100.0
container_orchestration,p3_t3_e0,-8.80420207977295,3,1.0,48,100.0
container_orchestration,p3_t3_e1,-20.97283363342285,0,0.9200000166893005,48,100.0
container_orchestration,p3_t3_e2,-23.868724822998047,1,1.0,48,100.0
container_orchestration,p3_t3_e3,-27.574453353881836,1,0.3199999928474426,48,100.0
container_orchestration,p3_t4_e0,-21.47241973876953,2,1.0,48,100.0
container_orchestration,p3_t4_e1,-25.066570281982422,1,1.0,48,100.0
container_orchestration,p3_t4_e2,-23.540380477905273,1,1.0,48,100.0
container_orchestration,p3_t4_e3,-11.445651054382324,3,0.9599999785423279,48,100.0
container_orchestration,p4_t0_e0,-18.4139461517334,0,1.0,48,100.0
container_orchestration,p4_t0_e1,-23.882932662963867,2,1.0,48,100.0
container_orchestration,p4_t0_e2,-17.690046310424805,0,1.0,48,100.0
container_orchestration,p4_t0_e3,-20.611820220947266,0,1.0,48,100.0
container_orchestration,p4_t1_e0,-18.49311637878418,0,1.0,48,100.0
container_orchestration,p4_t1_e1,-26.025487899780273,1,1.0,48,100.0
container_orchestration,p4_t1_e2,-8.293964385986328,3,1.0,48,100.0
container_orchestration,p4_t1_e3,-11.373065948486328,3,1.0,48,100.0
container_orchestration,p4_t2_e0,-23.28766441345215,2,1.0,48,100.0
container_orchestration,p4_t2_e1,-19.64586067199707,4,0.4399999976158142,48,100.0
container_orchestration,p4_t2_e2,-18.614694595336914,4,0.8399999737739563,48,100.0
container_orchestration,p4_t2_e3,-20.54434585571289,4,0.7599999904632568,48,100.0
container_orchestration,p4_t3_e0,-19.05006980895996,0,1.0,48,100.0
container_orchestration,p4_t3_e1,-19.998483657836914,4,0.6800000071525574,48,100.0
container_orchestration,p4_t3_e2,-25.227222442626953,1,1.0,48,100.0
container_orchestration,p4_t3_e3,-21.506532669067383,4,1.0,48,100.0
container_orchestration,p4_t4_e0,-24.35476303100586,1,1.0,48,100.0
container_orchestration,p4_t4_e1,-21.05731964111328,0,0.9200000166893005,48,100.0
container_orchestration,p4_t4_e2,-19.00832176208496,0,1.0,48,100.0
container_orchestration,p4_t4_e3,-27.854894638061523,1,0.5600000023841858,48,100.0
data_warehouse,p0_t0_e0,-0.14505542814731598,4,0.6399999856948853,48,100.0
data_warehouse,p0_t0_e1,0.2592906355857849,2,1.0,48,100.0
data_warehouse,p0_t0_e2,-5.7706403732299805,1,0.0,48,100.0
data_warehouse,p0_t0_e3,0.051243722438812256,1,1.0,48,100.0
data_warehouse,p0_t1_e0,-0.04058920964598656,4,0.9599999785423279,48,100.0
data_warehouse,p0_t1_e1,3.0873663425445557,3,1.0,48,100.0
data_warehouse,p0_t1_e2,-5.045025825500488,1,0.0,48,100.0
data_warehouse,p0_t1_e3,3.7609236240386963,3,1.0,48,100.0
data_warehouse,p0_t2_e0,-1.7176756858825684,2,0.07999999821186066,48,100.0
data_warehouse,p0_t2_e1,1.5673476457595825,4,1.0,48,100.0
data_warehouse,p0_t2_e2,-4.433582782745361,0,0.0,48,100.0
data_warehouse,p0_t2_e3,2.2225770950317383,4,1.0,48,100.0
data_warehouse,p0_t3_e0,0.9087141752243042,4,1.0,48,100.0
data_warehouse,p0_t3_e1,-0.0334942527115345,1,1.0,48,100.0
data_warehouse,p0_t3_e2,-0.7701738476753235,4,0.0,48,100.0
data_warehouse,p0_t3_e3,3.8697805404663086,4,1.0,48,100.0
data_warehouse,p0_t4_e0,-3.2575278282165527,0,0.4000000059604645,48,100.0
data_warehouse,p0_t4_e1,1.2418988943099976,0,1.0,48,100.0
data_warehouse,p0_t4_e2,-1.7751256227493286,4,0.2800000011920929,48,100.0
data_warehouse,p0_t4_e3,2.2233500480651855,3,1.0,48,100.0
data_warehouse,p1_t0_e0,-1.981253743171692,2,0.0,48,100.0
data_warehouse,p1_t0_e1,1.3560457229614258,2,1.0,48,100.0
data_warehouse,p1_t0_e2,-6.024529933929443,2,0.0,48,100.0
data_warehouse,p1_t0_e3,-0.31377893686294556,1,1.0,48,100.0
data_warehouse,p1_t1_e0,-1.968632698059082,0,1.0,48,100.0
data_warehouse,p1_t1_e1,1.005927562713623,0,1.0,48,100.0
data_warehouse,p1_t1_e2,-5.611138343811035,1,0.0,48,100.0
data_warehouse,p1_t1_e3,2.705944299697876,3,1.0,48,100.0
data_warehouse,p1_t2_e0,-2.0470035076141357,2,0.0,48,100.0
data_warehouse,p1_t2_e1,1.6491230726242065,4,1.0,48,100.0
data_warehouse,p1_t2_e2,-4.076800346374512,0,0.0,48,100.0
data_warehouse,p1_t2_e3,1.392342209815979,3,1.0,48,100.0
data_warehouse,p1_t3_e0,-2.8188769817352295,0,1.0,48,100.0
data_warehouse,p1_t3_e1,1.0571826696395874,2,1.0,48,100.0
data_warehouse,p1_t3_e2,-3.872659921646118,2,0.0,48,100.0
data_warehouse,p1_t3_e3,1.3892484903335571,2,1.0,48,100.0
data_warehouse,p1_t4_e0,-4.073077201843262,1,0.0,48,100.0
data_warehouse,p1_t4_e1,1.4497108459472656,3,1.0,48,100.0
data_warehouse,p1_t4_e2,-5.1683173179626465,1,0.07999999821186066,48,100.0
data_warehouse,p1_t4_e3,1.9084233045578003,3,1.0,48,100.0
data_warehouse,p2_t0_e0,-2.1814801692962646,2,0.47999998927116394,48,100.0
data_warehouse,p2_t0_e1,-0.06719036400318146,0,1.0,48,100.0
data_warehouse,p2_t0_e2,-4.946814060211182,2,0.0,48,100.0
data_warehouse,p2_t0_e3,3.234586000442505,4,1.0,48,100.0
data_warehouse,p2_t1_e0,-2.004272699356079,2,0.03999999910593033,48,100.0
data_warehouse,p2_t1_e1,3.040074348449707,4,1.0,48,100.0
data_warehouse,p2_t1_e2,-4.799898147583008,2,0.0,48,100.0
data_warehouse,p2_t1_e3,3.1066818237304688,3,1.0,48,100.0
data_warehouse,p2_t2_e0,-2.1101672649383545,0,0.5199999809265137,48,100.0
data_warehouse,p2_t2_e1,1.2451531887054443,3,1.0,48,100.0
data_warehouse,p2_t2_e2,-3.012429714202881,4,0.0,48,100.0
data_warehouse,p2_t2_e3,0.8472726345062256,2,1.0,48,100.0
data_warehouse,p2_t3_e0,-1.4305064678192139,2,0.8399999737739563,48,100.0
data_warehouse,p2_t3_e1,3.2143471240997314,4,1.0,48,100.0
data_warehouse,p2_t3_e2,-2.4085092544555664,3,0.0,48,100.0
data_warehouse,p2_t3_e3,2.6250572204589844,3,1.0,48,100.0
data_warehouse,p2_t4_e0,-4.5381855964660645,1,0.0,48,100.0
data_warehouse,p2_t4_e1,0.5824127197265625,0,1.0,48,100.0
data_warehouse,p2_t4_e2,-3.2989492416381836,3,0.0,48,100.0
data_warehouse,p2_t4_e3,-0.7696620225906372,2,1.0,48,100.0
data_warehouse,p3_t0_e0,-1.9559072256088257,0,0.1599999964237213,48,100.0
data_warehouse,p3_t0_e1,1.3842110633850098,3,1.0,48,100.0
data_warehouse,p3_t0_e2,-5.6084065437316895,2,0.0,48,100.0
data_warehouse,p3_t0_e3,2.7964670658111572,4,1.0,48,100.0
data_warehouse,p3_t1_e0,-0.07966737449169159,4,0.6800000071525574,48,100.0
data_warehouse,p3_t1_e1,-0.40601298213005066,1,1.0,48,100.0
data_warehouse,p3_t1_e2,-1.8313790559768677,3,0.0,48,100.0
data_warehouse,p3_t1_e3,2.6772074699401855,3,1.0,48,100.0
data_warehouse,p3_t2_e0,-3.6282436847686768,1,0.4000000059604645,48,100.0
data_warehouse,p3_t2_e1,0.3000505864620209,0,1.0,48,100.0
data_warehouse,p3_t2_e2,-5.106660842895508,1,0.0,48,100.0
data_warehouse,p3_t2_e3,1.4511274099349976,3,1.0,48,100.0
data_warehouse,p3_t3_e0,-1.1628462076187134,3,0.5600000023841858,48,100.0
data_warehouse,p3_t3_e1,1.6320898532867432,0,1.0,48,100.0
data_warehouse,p3_t3_e2,-5.159188747406006,1,0.0,48,100.0
data_warehouse,p3_t3_e3,0.253663569688797,1,1.0,48,100.0
data_warehouse,p3_t4_e0,-3.185202121734619,2,0.4399999976158142,48,100.0
data_warehouse,p3_t4_e1,-0.6780348420143127,1,1.0,48,100.0
data_warehouse,p3_t4_e2,-5.390746116638184,1,0.0,48,100.0
data_warehouse,p3_t4_e3,1.9143409729003906,3,1.0,48,100.0
data_warehouse,p4_t0_e0,-2.6560370922088623,0,0.0,48,100.0
data_warehouse,p4_t0_e1,0.9009360074996948,2,1.0,48,100.0
data_warehouse,p4_t0_e2,-6.681283950805664,0,0.0,48,100.0
data_warehouse,p4_t0_e3,1.1481150388717651,0,1.0,48,100.0
data_warehouse,p4_t1_e0,-2.3626856803894043,0,1.0,48,100.0
data_warehouse,p4_t1_e1,0.434274286031723,1,1.0,48,100.0
data_warehouse,p4_t1_e2,-3.062659740447998,3,0.0,48,100.0
data_warehouse,p4_t1_e3,3.115593194961548,3,1.0,48,100.0
data_warehouse,p4_t2_e0,-2.095168352127075,2,0.0,48,100.0
data_warehouse,p4_t2_e1,2.7565603256225586,4,1.0,48,100.0
data_warehouse,p4_t2_e2,-1.7840187549591064,4,0.0,48,100.0
data_warehouse,p4_t2_e3,1.4504873752593994,4,1.0,48,100.0
data_warehouse,p4_t3_e0,-2.4192113876342773,0,0.3199999928474426,48,100.0
data_warehouse,p4_t3_e1,2.84027099609375,4,1.0,48,100.0
data_warehouse,p4_t3_e2,-5.029984951019287,1,0.0,48,100.0
data_warehouse,p4_t3_e3,3.418926954269409,4,1.0,48,100.0
data_warehouse,p4_t4_e0,-5.000428676605225,1,0.0,48,100.0
data_warehouse,p4_t4_e1,0.562614381313324,0,1.0,48,100.0
data_warehouse,p4_t4_e2,-5.831140041351318,0,0.0,48,100.0
data_warehouse,p4_t4_e3,-0.6769145727157593,1,1.0,48,100.0
frontend_framework,p0_t0_e0,-7.701345443725586,4,1.0,48,100.0
frontend_framework,p0_t0_e1,-14.201179504394531,2,1.0,48,100.0
frontend_framework,p0_t0_e2,-11.576279640197754,1,0.8399999737739563,48,100.0
frontend_framework,p0_t0_e3,-8.18166732788086,1,1.0,48,100.0
frontend_framework,p0_t1_e0,-7.29990816116333,4,1.0,48,100.0
frontend_framework,p0_t1_e1,-1.5253350734710693,3,1.0,48,100.0
frontend_framework,p0_t1_e2,-10.503849983215332,1,1.0,48,100.0
frontend_framework,p0_t1_e3,-1.5610047578811646,3,1.0,48,100.0
frontend_framework,p0_t2_e0,-13.696540832519531,2,1.0,48,100.0
frontend_framework,p0_t2_e1,-7.976687431335449,4,1.0,48,100.0
frontend_framework,p0_t2_e2,-7.807675838470459,0,0.9599999785423279,48,100.0
frontend_framework,p0_t2_e3,-7.426084995269775,4,1.0,48,100.0
frontend_framework,p0_t3_e0,-7.032483100891113,4,1.0,48,100.0
frontend_framework,p0_t3_e1,-8.365445137023926,1,1.0,48,100.0
frontend_framework,p0_t3_e2,-9.048891067504883,4,1.0,48,100.0
frontend_framework,p0_t3_e3,-6.87826681137085,4,1.0,48,100.0
frontend_framework,p0_t4_e0,-5.191609859466553,0,1.0,48,100.0
frontend_framework,p0_t4_e1,-5.356712818145752,0,1.0,48,100.0
frontend_framework,p0_t4_e2,-9.742246627807617,4,1.0,48,100.0
frontend_framework,p0_t4_e3,-2.0106613636016846,3,1.0,48,100.0
frontend_framework,p1_t0_e0,-14.056707382202148,2,1.0,48,100.0
frontend_framework,p1_t0_e1,-13.447355270385742,2,1.0,48,100.0
frontend_framework,p1_t0_e2,-16.745132446289062,2,0.07999999821186066,48,100.0
frontend_framework,p1_t0_e3,-8.591188430786133,1,1.0,48,100.0
frontend_framework,p1_t1_e0,-5.60207986831665,0,1.0,48,100.0
frontend_framework,p1_t1_e1,-5.600269794464111,0,1.0,48,100.0
frontend_framework,p1_t1_e2,-12.713451385498047,1,1.0,48,100.0
frontend_framework,p1_t1_e3,-2.6725211143493652,3,1.0,48,100.0
frontend_framework,p1_t2_e0,-14.30272102355957,2,1.0,48,100.0
frontend_framework,p1_t2_e1,-8.857030868530273,4,1.0,48,100.0
frontend_framework,p1_t2_e2,-8.108733177185059,0,0.5199999809265137,48,100.0
frontend_framework,p1_t2_e3,-4.082016944885254,3,1.0,48,100.0
frontend_framework,p1_t3_e0,-5.924438953399658,0,1.0,48,100.0
frontend_framework,p1_t3_e1,-13.214071273803711,2,1.0,48,100.0
frontend_framework,p1_t3_e2,-15.921747207641602,2,1.0,48,100.0
frontend_framework,p1_t3_e3,-13.210083961486816,2,1.0,48,100.0
frontend_framework,p1_t4_e0,-9.3248929977417,1,1.0,48,100.0
frontend_framework,p1_t4_e1,-3.615410804748535,3,1.0,48,100.0
frontend_framework,p1_t4_e2,-12.953786849975586,1,1.0,48,100.0
frontend_framework,p1_t4_e3,-2.443661689758301,3,1.0,48,100.0
frontend_framework,p2_t0_e0,-13.417241096496582,2,1.0,48,100.0
frontend_framework,p2_t0_e1,-5.986730098724365,0,1.0,48,100.0
frontend_framework,p2_t0_e2,-15.00379467010498,2,1.0,48,100.0
frontend_framework,p2_t0_e3,-7.196513652801514,4,1.0,48,100.0
frontend_framework,p2_t1_e0,-14.92806625366211,2,1.0,48,100.0
frontend_framework,p2_t1_e1,-8.202539443969727,4,1.0,48,100.0
frontend_framework,p2_t1_e2,-17.30435562133789,2,1.0,48,100.0
frontend_framework,p2_t1_e3,-1.801571011543274,3,1.0,48,100.0
frontend_framework,p2_t2_e0,-5.909669876098633,0,1.0,48,100.0
frontend_framework,p2_t2_e1,-2.6700079441070557,3,1.0,48,100.0
frontend_framework,p2_t2_e2,-10.776416778564453,4,0.9200000166893005,48,100.0
frontend_framework,p2_t2_e3,-14.948417663574219,2,1.0,48,100.0
frontend_framework,p2_t3_e0,-14.395252227783203,2,1.0,48,100.0
frontend_framework,p2_t3_e1,-8.451617240905762,4,1.0,48,100.0
frontend_framework,p2_t3_e2,-4.1148271560668945,3,0.0,48,100.0
frontend_framework,p2_t3_e3,-2.238528251647949,3,1.0,48,100.0
frontend_framework,p2_t4_e0,-8.697071075439453,1,1.0,48,100.0
frontend_framework,p2_t4_e1,-5.545759677886963,0,1.0,48,100.0
frontend_framework,p2_t4_e2,-4.217462539672852,3,1.0,48,100.0
frontend_framework,p2_t4_e3,-14.678681373596191,2,1.0,48,100.0
frontend_framework,p3_t0_e0,-7.533533096313477,0,1.0,48,100.0
frontend_framework,p3_t0_e1,-4.775815486907959,3,1.0,48,100.0
frontend_framework,p3_t0_e2,-17.820547103881836,2,0.23999999463558197,48,100.0
frontend_framework,p3_t0_e3,-9.20699405670166,4,1.0,48,100.0
