entry_id,cell_id,proj,layer
backend_language,p1_t3_e2,-0.03813735395669937,48
backend_language,p1_t3_e3,-0.029841681942343712,48
backend_language,p1_t4_e0,-0.040616441518068314,48
backend_language,p1_t4_e1,-0.0374453142285347,48
backend_language,p1_t4_e2,-0.037364356219768524,48
backend_language,p1_t4_e3,-0.029243987053632736,48
backend_language,p2_t0_e0,-0.039306849241256714,48
backend_language,p2_t0_e1,-0.0409303642809391,48
backend_language,p2_t0_e2,-0.04053535312414169,48
backend_language,p2_t0_e3,-0.032181717455387115,48
backend_language,p2_t1_e0,-0.050246432423591614,48
backend_language,p2_t1_e1,-0.048887476325035095,48
backend_language,p2_t1_e2,-0.050538770854473114,48
backend_language,p2_t1_e3,-0.03885216638445854,48
backend_language,p2_t2_e0,-0.05127386748790741,48
backend_language,p2_t2_e1,-0.04967498779296875,48
backend_language,p2_t2_e2,-0.05180896073579788,48
backend_language,p2_t2_e3,-0.04290410876274109,48
backend_language,p2_t3_e0,-0.049145158380270004,48
backend_language,p2_t3_e1,-0.048633772879838943,48
backend_language,p2_t3_e2,-0.04680464044213295,48
backend_language,p2_t3_e3,-0.039507124572992325,48
backend_language,p2_t4_e0,-0.046662699431180954,48
backend_language,p2_t4_e1,-0.04243592545390129,48
backend_language,p2_t4_e2,-0.04516347125172615,48
backend_language,p2_t4_e3,-0.03658440336585045,48
backend_language,p3_t0_e0,-0.04244043678045273,48
backend_language,p3_t0_e1,-0.04035090282559395,48
backend_language,p3_t0_e2,-0.03953251242637634,48
backend_language,p3_t0_e3,-0.032925765961408615,48
backend_language,p3_t1_e0,-0.04386564716696739,48
backend_language,p3_t1_e1,-0.04253386706113815,48
backend_language,p3_t1_e2,-0.04363515228033066,48
backend_language,p3_t1_e3,-0.036679405719041824,48
backend_language,p3_t2_e0,-0.047695599496364594,48
backend_language,p3_t2_e1,-0.046702854335308075,48
backend_language,p3_t2_e2,-0.046931371092796326,48
backend_language,p3_t2_e3,-0.040832266211509705,48
backend_language,p3_t3_e0,-0.04304657131433487,48
backend_language,p3_t3_e1,-0.04188525304198265,48
backend_language,p3_t3_e2,-0.042855482548475266,48
backend_language,p3_t3_e3,-0.03339862823486328,48
backend_language,p3_t4_e0,-0.043370526283979416,48
backend_language,p3_t4_e1,-0.039967894554138184,48
backend_language,p3_t4_e2,-0.042671773582696915,48
backend_language,p3_t4_e3,-0.03550196439027786,48
backend_language,p4_t0_e0,-0.042612671852111816,48
backend_language,p4_t0_e1,-0.03927524387836456,48
backend_language,p4_t0_e2,-0.04383871331810951,48
backend_language,p4_t0_e3,-0.030266940593719482,48
backend_language,p4_t1_e0,-0.04707922413945198,48
backend_language,p4_t1_e1,-0.04674924910068512,48
backend_language,p4_t1_e2,-0.045593585819005966,48
backend_language,p4_t1_e3,-0.03640715777873993,48
backend_language,p4_t2_e0,-0.05043252184987068,48
backend_language,p4_t2_e1,-0.05024302750825882,48
backend_language,p4_t2_e2,-0.04883306100964546,48
backend_language,p4_t2_e3,-0.04841320589184761,48
backend_language,p4_t3_e0,-0.04589005932211876,48
backend_language,p4_t3_e1,-0.0444730706512928,48
backend_language,p4_t3_e2,-0.04466967284679413,48
backend_language,p4_t3_e3,-0.03819119557738304,48
backend_language,p4_t4_e0,-0.044475067406892776,48
backend_language,p4_t4_e1,-0.04178076982498169,48
backend_language,p4_t4_e2,-0.043367914855480194,48
backend_language,p4_t4_e3,-0.033666037023067474,48
bank_charter,p0_t0_e0,-0.3028753697872162,48
bank_charter,p0_t0_e1,-0.29265737533569336,48
bank_charter,p0_t0_e2,-0.2990758717060089,48
bank_charter,p0_t0_e3,-0.2929019033908844,48
bank_charter,p0_t1_e0,-0.3059411346912384,48
bank_charter,p0_t1_e1,-0.29410991072654724,48
bank_charter,p0_t1_e2,-0.3001183867454529,48
bank_charter,p0_t1_e3,-0.29455384612083435,48
bank_charter,p0_t2_e0,-0.3059033751487732,48
bank_charter,p0_t2_e1,-0.29726338386535645,48
bank_charter,p0_t2_e2,-0.304794043302536,48
bank_charter,p0_t2_e3,-0.29956337809562683,48
bank_charter,p0_t3_e0,-0.3033830225467682,48
bank_charter,p0_t3_e1,-0.2932695150375366,48
bank_charter,p0_t3_e2,-0.2962827682495117,48
bank_charter,p0_t3_e3,-0.2928941547870636,48
bank_charter,p0_t4_e0,-0.30568909645080566,48
bank_charter,p0_t4_e1,-0.29273495078086853,48
bank_charter,p0_t4_e2,-0.2970764935016632,48
bank_charter,p0_t4_e3,-0.29427191615104675,48
bank_charter,p1_t0_e0,-0.2998819947242737,48
bank_charter,p1_t0_e1,-0.28658196330070496,48
bank_charter,p1_t0_e2,-0.29547491669654846,48
bank_charter,p1_t0_e3,-0.2893412411212921,48
bank_charter,p1_t1_e0,-0.3020431101322174,48
bank_charter,p1_t1_e1,-0.2897011339664459,48
bank_charter,p1_t1_e2,-0.2951603829860687,48
bank_charter,p1_t1_e3,-0.29022786021232605,48
bank_charter,p1_t2_e0,-0.3065553903579712,48
bank_charter,p1_t2_e1,-0.29484298825263977,48
bank_charter,p1_t2_e2,-0.2966373860836029,48
bank_charter,p1_t2_e3,-0.2950153350830078,48
bank_charter,p1_t3_e0,-0.3024887442588806,48
bank_charter,p1_t3_e1,-0.2877146601676941,48
bank_charter,p1_t3_e2,-0.2938407361507416,48
bank_charter,p1_t3_e3,-0.2904404401779175,48
bank_charter,p1_t4_e0,-0.3020903170108795,48
bank_charter,p1_t4_e1,-0.285808801651001,48
bank_charter,p1_t4_e2,-0.2909008264541626,48
bank_charter,p1_t4_e3,-0.28709694743156433,48
bank_charter,p2_t0_e0,-0.30567455291748047,48
bank_charter,p2_t0_e1,-0.2954789102077484,48
bank_charter,p2_t0_e2,-0.2995515465736389,48
bank_charter,p2_t0_e3,-0.2949053645133972,48
bank_charter,p2_t1_e0,-0.3104361593723297,48
bank_charter,p2_t1_e1,-0.2975401282310486,48
bank_charter,p2_t1_e2,-0.305511474609375,48
bank_charter,p2_t1_e3,-0.30001363158226013,48
bank_charter,p2_t2_e0,-0.30738770961761475,48
bank_charter,p2_t2_e1,-0.29882264137268066,48
bank_charter,p2_t2_e2,-0.30647993087768555,48
bank_charter,p2_t2_e3,-0.3006450831890106,48
bank_charter,p2_t3_e0,-0.30749085545539856,48
bank_charter,p2_t3_e1,-0.2984625995159149,48
bank_charter,p2_t3_e2,-0.3031480312347412,48
bank_charter,p2_t3_e3,-0.3001408278942108,48
bank_charter,p2_t4_e0,-0.312372088432312,48
bank_charter,p2_t4_e1,-0.294822096824646,48
bank_charter,p2_t4_e2,-0.303046315908432,48
bank_charter,p2_t4_e3,-0.2979477345943451,48
bank_charter,p3_t0_e0,-0.3001881241798401,48
bank_charter,p3_t0_e1,-0.28760749101638794,48
bank_charter,p3_t0_e2,-0.29376155138015747,48
bank_charter,p3_t0_e3,-0.2878316044807434,48
bank_charter,p3_t1_e0,-0.2997082769870758,48
bank_charter,p3_t1_e1,-0.2874074876308441,48
bank_charter,p3_t1_e2,-0.29400357604026794,48
bank_charter,p3_t1_e3,-0.2901494801044464,48
bank_charter,p3_t2_e0,-0.3004954159259796,48
bank_charter,p3_t2_e1,-0.2916507124900818,48
bank_charter,p3_t2_e2,-0.29746997356414795,48
bank_charter,p3_t2_e3,-0.2957059442996979,48
bank_charter,p3_t3_e0,-0.3005286157131195,48
